scenfile,max_agent_one_solvable
random-64-64-20-even-18.scen,210
random-64-64-20-even-19.scen,200
random-64-64-20-even-2.scen,220
random-64-64-20-even-20.scen,210
random-64-64-20-even-21.scen,230
random-64-64-20-even-22.scen,230
random-64-64-20-even-23.scen,210
random-64-64-20-even-25.scen,210
random-64-64-20-even-4.scen,210
random-64-64-20-even-5.scen,220
random-64-64-20-even-6.scen,220
random-64-64-20-even-7.scen,220
random-64-64-20-even-9.scen,220
random-64-64-20-random-1.scen,990
random-64-64-20-random-10.scen,990
random-64-64-20-random-11.scen,1000
random-64-64-20-random-12.scen,990
random-64-64-20-random-13.scen,990
random-64-64-20-random-14.scen,990
random-64-64-20-random-15.scen,1000
random-64-64-20-random-16.scen,1000
random-64-64-20-random-17.scen,980
random-64-64-20-random-18.scen,1000
random-64-64-20-random-19.scen,1000
random-64-64-20-random-2.scen,1000
random-64-64-20-random-20.scen,1000
random-64-64-20-random-21.scen,1000
random-64-64-20-random-22.scen,1000
random-64-64-20-random-23.scen,990
random-64-64-20-random-24.scen,990
random-64-64-20-random-25.scen,1000
random-64-64-20-random-3.scen,1000
random-64-64-20-random-4.scen,990
random-64-64-20-random-5.scen,1000
random-64-64-20-random-6.scen,1000
random-64-64-20-random-7.scen,1000
random-64-64-20-random-8.scen,1000
random-64-64-20-random-9.scen,990
room-32-32-4-even-1.scen,130
room-32-32-4-even-10.scen,120
room-32-32-4-even-11.scen,100
room-32-32-4-even-12.scen,120
room-32-32-4-even-13.scen,120
room-32-32-4-even-14.scen,130
room-32-32-4-even-15.scen,120
room-32-32-4-even-16.scen,120
room-32-32-4-even-17.scen,130
room-32-32-4-even-19.scen,110
room-32-32-4-even-2.scen,130
room-32-32-4-even-21.scen,100
room-32-32-4-even-23.scen,110
room-32-32-4-even-24.scen,100
room-32-32-4-even-25.scen,130
room-32-32-4-even-3.scen,130
room-32-32-4-even-4.scen,120
room-32-32-4-even-5.scen,120
room-32-32-4-even-6.scen,110
room-32-32-4-random-1.scen,320
room-32-32-4-random-10.scen,300
room-32-32-4-random-11.scen,320
room-32-32-4-random-12.scen,240
room-32-32-4-random-13.scen,330
room-32-32-4-random-14.scen,320
room-32-32-4-random-15.scen,300
room-32-32-4-random-16.scen,330
room-32-32-4-random-17.scen,340
room-32-32-4-random-18.scen,330
room-32-32-4-random-19.scen,330
room-32-32-4-random-2.scen,330
room-32-32-4-random-20.scen,300
room-32-32-4-random-21.scen,330
room-32-32-4-random-22.scen,330
room-32-32-4-random-23.scen,320
room-32-32-4-random-24.scen,320
room-32-32-4-random-25.scen,310
room-32-32-4-random-3.scen,290
room-32-32-4-random-4.scen,240
room-32-32-4-random-5.scen,330
room-32-32-4-random-6.scen,320
room-32-32-4-random-7.scen,320
room-32-32-4-random-8.scen,340
room-32-32-4-random-9.scen,330
room-64-64-16-even-1.scen,400
room-64-64-16-even-10.scen,410
room-64-64-16-even-11.scen,400
room-64-64-16-even-12.scen,410
room-64-64-16-even-13.scen,410
room-64-64-16-even-14.scen,340
room-64-64-16-even-15.scen,390
room-64-64-16-even-17.scen,380
room-64-64-16-even-18.scen,400
room-64-64-16-even-19.scen,380
room-64-64-16-even-2.scen,400
room-64-64-16-even-20.scen,410
room-64-64-16-even-21.scen,390
room-64-64-16-even-22.scen,370
room-64-64-16-even-23.scen,400
room-64-64-16-even-24.scen,390
room-64-64-16-even-25.scen,380
room-64-64-16-even-3.scen,400
room-64-64-16-even-4.scen,400
room-64-64-16-even-5.scen,400
room-64-64-16-even-6.scen,400
room-64-64-16-even-7.scen,380
room-64-64-16-even-8.scen,380
room-64-64-16-even-9.scen,410
room-64-64-16-random-1.scen,680
room-64-64-16-random-10.scen,580
room-64-64-16-random-11.scen,580
room-64-64-16-random-12.scen,590
room-64-64-16-random-13.scen,730
room-64-64-16-random-14.scen,600
room-64-64-16-random-15.scen,590
room-64-64-16-random-16.scen,660
room-64-64-16-random-17.scen,730
room-64-64-16-random-18.scen,620
room-64-64-16-random-19.scen,730
room-64-64-16-random-2.scen,620
room-64-64-16-random-20.scen,470
room-64-64-16-random-21.scen,630
room-64-64-16-random-22.scen,590
room-64-64-16-random-23.scen,550
room-64-64-16-random-24.scen,720
room-64-64-16-random-25.scen,570
room-64-64-16-random-3.scen,650
room-64-64-16-random-4.scen,590
room-64-64-16-random-5.scen,620
room-64-64-16-random-6.scen,680
room-64-64-16-random-7.scen,730
room-64-64-16-random-8.scen,730
room-64-64-16-random-9.scen,660
room-64-64-8-even-1.scen,310
room-64-64-8-even-10.scen,250
room-64-64-8-even-11.scen,320
room-64-64-8-even-12.scen,310
room-64-64-8-even-13.scen,300
room-64-64-8-even-14.scen,320
room-64-64-8-even-15.scen,280
room-64-64-8-even-16.scen,300
room-64-64-8-even-17.scen,310
room-64-64-8-even-18.scen,300
room-64-64-8-even-19.scen,300
room-64-64-8-even-2.scen,300
room-64-64-8-even-20.scen,300
room-64-64-8-even-21.scen,300
room-64-64-8-even-22.scen,280
room-64-64-8-even-23.scen,300
room-64-64-8-even-24.scen,310
room-64-64-8-even-3.scen,290
room-64-64-8-even-6.scen,300
room-64-64-8-even-8.scen,320
room-64-64-8-even-9.scen,320
room-64-64-8-random-1.scen,580
room-64-64-8-random-10.scen,600
room-64-64-8-random-11.scen,570
room-64-64-8-random-12.scen,560
room-64-64-8-random-13.scen,590
room-64-64-8-random-14.scen,630
room-64-64-8-random-15.scen,590
room-64-64-8-random-16.scen,580
room-64-64-8-random-17.scen,590
room-64-64-8-random-18.scen,570
room-64-64-8-random-19.scen,600
room-64-64-8-random-2.scen,550
room-64-64-8-random-20.scen,590
room-64-64-8-random-21.scen,520
room-64-64-8-random-22.scen,570
room-64-64-8-random-23.scen,580
room-64-64-8-random-24.scen,590
room-64-64-8-random-25.scen,600
room-64-64-8-random-3.scen,530
room-64-64-8-random-4.scen,590
room-64-64-8-random-5.scen,570
room-64-64-8-random-6.scen,650
room-64-64-8-random-7.scen,540
room-64-64-8-random-8.scen,530
room-64-64-8-random-9.scen,610
warehouse-10-20-10-2-1-even-10.scen,450
warehouse-10-20-10-2-1-even-11.scen,450
warehouse-10-20-10-2-1-even-16.scen,450
warehouse-10-20-10-2-1-even-17.scen,420
warehouse-10-20-10-2-1-even-18.scen,450
warehouse-10-20-10-2-1-even-20.scen,420
warehouse-10-20-10-2-1-even-22.scen,460
warehouse-10-20-10-2-1-even-23.scen,450
warehouse-10-20-10-2-1-even-24.scen,430
warehouse-10-20-10-2-1-even-25.scen,440
warehouse-10-20-10-2-1-even-3.scen,430
warehouse-10-20-10-2-1-even-4.scen,440
warehouse-10-20-10-2-1-even-5.scen,460
warehouse-10-20-10-2-1-even-6.scen,430
warehouse-10-20-10-2-1-even-7.scen,460
warehouse-10-20-10-2-1-even-8.scen,430
warehouse-10-20-10-2-1-even-9.scen,470
warehouse-10-20-10-2-1-random-1.scen,980
warehouse-10-20-10-2-1-random-10.scen,1000
warehouse-10-20-10-2-1-random-11.scen,1000
warehouse-10-20-10-2-1-random-12.scen,1000
warehouse-10-20-10-2-1-random-13.scen,1000
warehouse-10-20-10-2-1-random-14.scen,1000
warehouse-10-20-10-2-1-random-15.scen,990
warehouse-10-20-10-2-1-random-16.scen,1000
warehouse-10-20-10-2-1-random-17.scen,990
warehouse-10-20-10-2-1-random-18.scen,1000
warehouse-10-20-10-2-1-random-19.scen,1000
warehouse-10-20-10-2-1-random-2.scen,990
warehouse-10-20-10-2-1-random-20.scen,1000
warehouse-10-20-10-2-1-random-21.scen,1000
warehouse-10-20-10-2-1-random-22.scen,1000
warehouse-10-20-10-2-1-random-23.scen,990
warehouse-10-20-10-2-1-random-24.scen,990
warehouse-10-20-10-2-1-random-25.scen,990
warehouse-10-20-10-2-1-random-3.scen,990
warehouse-10-20-10-2-1-random-4.scen,1000
warehouse-10-20-10-2-1-random-5.scen,1000
warehouse-10-20-10-2-1-random-6.scen,990
warehouse-10-20-10-2-1-random-7.scen,1000
warehouse-10-20-10-2-1-random-8.scen,990
warehouse-10-20-10-2-1-random-9.scen,980
warehouse-10-20-10-2-2-even-1.scen,480
warehouse-10-20-10-2-2-even-11.scen,490
warehouse-10-20-10-2-2-even-12.scen,500
warehouse-10-20-10-2-2-even-13.scen,490
warehouse-10-20-10-2-2-even-14.scen,480
warehouse-10-20-10-2-2-even-15.scen,490
warehouse-10-20-10-2-2-even-16.scen,480
warehouse-10-20-10-2-2-even-17.scen,500
warehouse-10-20-10-2-2-even-18.scen,480
warehouse-10-20-10-2-2-even-2.scen,470
warehouse-10-20-10-2-2-even-20.scen,480
warehouse-10-20-10-2-2-even-21.scen,480
warehouse-10-20-10-2-2-even-22.scen,490
warehouse-10-20-10-2-2-even-23.scen,490
warehouse-10-20-10-2-2-even-24.scen,500
warehouse-10-20-10-2-2-even-3.scen,480
warehouse-10-20-10-2-2-even-4.scen,490
warehouse-10-20-10-2-2-even-5.scen,470
warehouse-10-20-10-2-2-even-6.scen,480
warehouse-10-20-10-2-2-even-7.scen,490
warehouse-10-20-10-2-2-even-8.scen,500
warehouse-10-20-10-2-2-random-1.scen,1000
warehouse-10-20-10-2-2-random-10.scen,990
warehouse-10-20-10-2-2-random-11.scen,1000
warehouse-10-20-10-2-2-random-12.scen,1000
warehouse-10-20-10-2-2-random-13.scen,990
warehouse-10-20-10-2-2-random-14.scen,990
warehouse-10-20-10-2-2-random-15.scen,1000
warehouse-10-20-10-2-2-random-16.scen,1000
warehouse-10-20-10-2-2-random-17.scen,990
warehouse-10-20-10-2-2-random-18.scen,1000
warehouse-10-20-10-2-2-random-19.scen,990
warehouse-10-20-10-2-2-random-2.scen,990
warehouse-10-20-10-2-2-random-20.scen,1000
warehouse-10-20-10-2-2-random-21.scen,1000
warehouse-10-20-10-2-2-random-22.scen,1000
warehouse-10-20-10-2-2-random-23.scen,1000
warehouse-10-20-10-2-2-random-24.scen,1000
warehouse-10-20-10-2-2-random-25.scen,1000
warehouse-10-20-10-2-2-random-3.scen,990
warehouse-10-20-10-2-2-random-4.scen,990
warehouse-10-20-10-2-2-random-5.scen,1000
warehouse-10-20-10-2-2-random-6.scen,1000
warehouse-10-20-10-2-2-random-7.scen,990
warehouse-10-20-10-2-2-random-8.scen,990
warehouse-10-20-10-2-2-random-9.scen,990
warehouse-20-40-10-2-1-even-1.scen,920
warehouse-20-40-10-2-1-even-10.scen,910
warehouse-20-40-10-2-1-even-11.scen,910
warehouse-20-40-10-2-1-even-12.scen,910
warehouse-20-40-10-2-1-even-14.scen,920
warehouse-20-40-10-2-1-even-17.scen,900
warehouse-20-40-10-2-1-even-19.scen,900
warehouse-20-40-10-2-1-even-2.scen,900
warehouse-20-40-10-2-1-even-20.scen,920
warehouse-20-40-10-2-1-even-21.scen,920
warehouse-20-40-10-2-1-even-22.scen,890
warehouse-20-40-10-2-1-even-23.scen,910
warehouse-20-40-10-2-1-even-24.scen,920
warehouse-20-40-10-2-1-even-25.scen,920
warehouse-20-40-10-2-1-even-3.scen,900
warehouse-20-40-10-2-1-even-4.scen,910
warehouse-20-40-10-2-1-even-5.scen,880
warehouse-20-40-10-2-1-even-7.scen,900
warehouse-20-40-10-2-1-even-8.scen,880
warehouse-20-40-10-2-1-even-9.scen,930
warehouse-20-40-10-2-1-random-1.scen,990
warehouse-20-40-10-2-1-random-10.scen,990
warehouse-20-40-10-2-1-random-11.scen,990
warehouse-20-40-10-2-1-random-12.scen,1000
warehouse-20-40-10-2-1-random-13.scen,1000
warehouse-20-40-10-2-1-random-14.scen,1000
warehouse-20-40-10-2-1-random-15.scen,1000
warehouse-20-40-10-2-1-random-16.scen,1000
warehouse-20-40-10-2-1-random-17.scen,1000
warehouse-20-40-10-2-1-random-18.scen,1000
warehouse-20-40-10-2-1-random-19.scen,1000
warehouse-20-40-10-2-1-random-2.scen,1000
warehouse-20-40-10-2-1-random-20.scen,1000
warehouse-20-40-10-2-1-random-21.scen,1000
warehouse-20-40-10-2-1-random-22.scen,990
warehouse-20-40-10-2-1-random-23.scen,990
warehouse-20-40-10-2-1-random-24.scen,990
warehouse-20-40-10-2-1-random-25.scen,1000
warehouse-20-40-10-2-1-random-3.scen,990
warehouse-20-40-10-2-1-random-4.scen,1000
warehouse-20-40-10-2-1-random-5.scen,1000
warehouse-20-40-10-2-1-random-6.scen,990
warehouse-20-40-10-2-1-random-7.scen,1000
warehouse-20-40-10-2-1-random-8.scen,1000
warehouse-20-40-10-2-1-random-9.scen,990
warehouse-20-40-10-2-2-even-1.scen,1000
warehouse-20-40-10-2-2-even-10.scen,970
warehouse-20-40-10-2-2-even-11.scen,990
warehouse-20-40-10-2-2-even-12.scen,1000
warehouse-20-40-10-2-2-even-13.scen,990
warehouse-20-40-10-2-2-even-15.scen,970
warehouse-20-40-10-2-2-even-17.scen,990
warehouse-20-40-10-2-2-even-18.scen,1010
warehouse-20-40-10-2-2-even-19.scen,1000
warehouse-20-40-10-2-2-even-20.scen,1000
warehouse-20-40-10-2-2-even-23.scen,1000
warehouse-20-40-10-2-2-even-25.scen,1000
warehouse-20-40-10-2-2-even-3.scen,990
warehouse-20-40-10-2-2-even-4.scen,1000
warehouse-20-40-10-2-2-even-5.scen,1000
warehouse-20-40-10-2-2-even-6.scen,970
warehouse-20-40-10-2-2-even-7.scen,990
warehouse-20-40-10-2-2-even-8.scen,980
warehouse-20-40-10-2-2-even-9.scen,990
warehouse-20-40-10-2-2-random-1.scen,1000
warehouse-20-40-10-2-2-random-10.scen,1000
warehouse-20-40-10-2-2-random-11.scen,1000
warehouse-20-40-10-2-2-random-12.scen,990
warehouse-20-40-10-2-2-random-13.scen,1000
warehouse-20-40-10-2-2-random-14.scen,1000
warehouse-20-40-10-2-2-random-15.scen,1000
warehouse-20-40-10-2-2-random-16.scen,1000
warehouse-20-40-10-2-2-random-17.scen,990
warehouse-20-40-10-2-2-random-18.scen,1000
warehouse-20-40-10-2-2-random-19.scen,1000
warehouse-20-40-10-2-2-random-2.scen,1000
warehouse-20-40-10-2-2-random-20.scen,1000
warehouse-20-40-10-2-2-random-21.scen,1000
warehouse-20-40-10-2-2-random-22.scen,1000
warehouse-20-40-10-2-2-random-23.scen,1000
warehouse-20-40-10-2-2-random-24.scen,990
warehouse-20-40-10-2-2-random-25.scen,1000
warehouse-20-40-10-2-2-random-3.scen,1000
warehouse-20-40-10-2-2-random-4.scen,1000
warehouse-20-40-10-2-2-random-5.scen,1000
warehouse-20-40-10-2-2-random-6.scen,990
warehouse-20-40-10-2-2-random-7.scen,1000
warehouse-20-40-10-2-2-random-8.scen,1000
warehouse-20-40-10-2-2-random-9.scen,1000
